Record_ID,Fiscal_Quarter,Department,Expense_Category,Budget_Allocated,Budget_Utilized,Monthly_Expense,Revenue_Forecast,Actual_Revenue,Budget_Variance,Revenue_Variance,Expense_Growth_Rate,Seasonal_Index,Spending_Volatility,Rolling_Expense_Mean,Rolling_Revenue_Mean,Inflation_Rate,Market_Index,Allocation_Efficiency,Budget_Status
2773,Q4,Sales,Training,197023.16,167539.46,14981.2,206326.88,65833.58,-3497.44,-23540.96,5.43,0.95,0.322,8217.34,123429.21,4.29,103.17,92.5,Inefficient
2774,Q4,R&D,Infrastructure,108082.18,193517.26,9373.79,198047.49,115320.48,-8786.33,6926.77,5.78,1.15,0.286,7882.09,163760.43,4.95,106.15,85.3,Inefficient
2775,Q4,Finance,Salaries,110695.74,142770.61,5245.97,263395.12,215777.95,4634.29,-6458.23,-3.49,1.13,0.296,14403.25,90829.79,4.3,112.81,95.77,Efficient
2776,Q4,Sales,Maintenance,206596.93,217012.56,7032.95,225672.35,154674.23,9610.76,-9397.97,-0.67,1.22,0.21,17690.67,139955.99,4.45,113.4,86.16,Moderate
2777,Q1,Finance,Infrastructure,109341.26,52846.88,13926.7,272436.88,252164.58,-9816.6,6851.56,0.07,1.26,0.346,17302.48,115763.55,4.28,97.33,92.37,Moderate
2778,Q3,Finance,Maintenance,162554.01,224827.99,3881.89,274072.86,178593.68,-8024.0,16434.38,-0.14,1.25,0.083,15295.82,109690.19,3.33,129.0,75.17,Moderate
2779,Q3,R&D,Technology,99870.46,83280.02,7635.71,163877.72,212071.57,5611.76,-18348.52,5.13,1.07,0.34,5877.08,104920.81,6.78,105.59,75.39,Inefficient
2780,Q3,R&D,Operations,213396.68,217426.56,6541.3,101609.85,199333.41,18608.93,20933.07,-4.18,0.89,0.342,8091.06,103832.2,6.19,96.88,94.29,Efficient
2781,Q3,Logistics,Maintenance,72100.27,123168.32,6419.3,214965.24,208588.0,-11445.14,-23286.44,5.95,0.91,0.256,13965.16,107274.62,3.61,103.92,76.47,Efficient
2782,Q2,Logistics,Technology,215889.33,207387.63,14606.96,270961.6,116772.24,6169.91,-20244.68,2.9,1.1,0.155,8845.04,143602.6,2.2,108.99,85.52,Efficient
2783,Q3,Marketing,Maintenance,170545.96,175974.78,17038.89,87239.27,148990.12,16263.59,16906.41,-2.41,1.26,0.258,10117.1,97247.36,6.29,103.1,75.97,Moderate
2784,Q2,Sales,Salaries,87381.91,79308.62,15169.73,198322.35,76391.58,-1521.33,-364.81,-1.61,1.07,0.099,17397.88,232497.04,5.71,100.42,86.99,Efficient
2785,Q2,Logistics,Salaries,158407.08,224019.28,13977.37,96449.89,197218.22,-7326.23,21962.74,-3.54,1.27,0.164,6121.99,164645.74,2.41,112.75,82.77,Efficient
2786,Q4,Finance,Salaries,106499.77,92875.89,18579.68,76209.08,168333.15,6674.84,-1917.35,1.89,0.93,0.219,16196.19,165811.83,5.49,122.87,92.89,Efficient
2787,Q2,Logistics,Salaries,114693.47,92607.32,3992.67,226316.13,236161.13,-18742.73,21306.15,3.92,0.84,0.319,5653.88,115885.69,4.26,119.67,91.55,Efficient
2788,Q1,Operations,Infrastructure,120305.61,203764.88,5847.21,226825.41,111436.05,-5593.58,-13018.52,3.71,1.2,0.125,9393.25,227416.38,2.65,109.89,76.61,Moderate
2789,Q2,Marketing,Salaries,62663.85,65645.28,10044.92,208151.35,163282.73,-9681.04,5822.48,9.44,1.24,0.113,12220.22,220782.28,5.62,99.34,84.34,Moderate
2790,Q4,Sales,Salaries,247192.34,88297.0,9331.68,267621.24,105667.72,-11015.13,24723.4,-0.56,1.02,0.293,9632.99,85821.83,3.78,128.42,97.46,Moderate
2791,Q2,Sales,Infrastructure,56306.93,143217.13,10106.88,88601.58,203145.33,-12809.63,-6196.86,6.43,0.85,0.322,17443.04,204508.74,6.55,106.79,84.64,Efficient
2792,Q1,IT,Salaries,182499.37,206943.02,6509.73,94209.86,255806.81,9482.53,-24927.27,5.85,0.82,0.083,11556.88,111325.76,2.21,98.61,82.28,Efficient
2793,Q1,Sales,Technology,124245.53,73759.38,5541.56,268843.15,237224.73,18203.99,-21797.39,-4.08,0.83,0.063,14539.91,174454.86,6.69,106.78,71.23,Inefficient
2794,Q1,Marketing,Technology,179202.06,151795.31,11656.29,185753.65,277444.54,-4609.17,17952.98,8.95,1.02,0.109,14126.85,227988.11,2.44,119.4,86.2,Inefficient
2795,Q4,Operations,Training,121249.65,183691.92,18776.89,132802.15,283638.3,-18035.87,-405.72,8.97,0.92,0.41,15856.2,238788.97,2.18,103.79,96.44,Moderate
2796,Q4,Sales,Technology,184750.13,212816.07,9663.48,239776.1,238707.62,8756.47,1835.91,0.95,1.03,0.319,16230.88,111356.9,4.91,101.4,95.39,Inefficient
2797,Q3,IT,Operations,195847.1,227435.28,3737.0,275712.86,129531.37,1528.17,14971.31,1.27,1.04,0.418,11062.12,239727.92,5.05,104.23,89.9,Inefficient
2798,Q4,Marketing,Operations,188110.53,198004.78,15004.84,228608.76,114333.81,8945.78,15578.95,7.29,1.03,0.316,16219.04,91829.06,2.99,114.31,79.5,Inefficient
2799,Q1,Finance,Operations,72792.4,172301.54,7948.78,252144.5,165698.53,5916.17,-1128.93,2.43,1.11,0.436,13494.85,234585.51,6.38,125.61,90.66,Efficient
2800,Q1,HR,Infrastructure,181378.65,129555.92,7166.62,134974.37,288623.83,16217.44,17903.04,6.99,1.14,0.226,13918.79,211295.42,6.01,99.62,85.51,Moderate
2801,Q4,HR,Technology,105997.51,66861.48,8512.39,136418.33,157850.3,-14382.39,-1578.75,-4.46,1.0,0.29,7252.08,235350.22,3.41,100.03,85.51,Efficient
2802,Q2,Finance,Operations,55760.27,183398.75,15304.86,268748.49,109790.39,-13233.53,8751.07,-1.25,0.97,0.29,8186.29,142244.86,4.22,110.0,92.94,Moderate
2803,Q4,Logistics,Training,132966.13,238583.77,16919.93,211418.46,277477.15,-6337.23,-23331.91,-3.63,0.98,0.051,13939.64,239932.48,5.92,99.39,76.64,Moderate
2804,Q4,Sales,Infrastructure,136708.62,188668.32,12996.95,123857.43,151831.54,-344.45,-18100.03,1.81,0.84,0.061,8453.24,219147.86,6.17,129.27,86.25,Moderate
2805,Q1,R&D,Training,143434.83,48258.66,8482.14,190557.22,220452.25,17028.55,17571.0,7.81,0.96,0.108,11370.52,135814.83,5.98,125.75,86.85,Efficient
2806,Q3,HR,Technology,190964.83,141770.7,8278.13,227747.91,242334.42,16278.57,-9344.08,3.55,0.9,0.254,11369.55,137618.81,3.34,97.27,95.92,Efficient
2807,Q1,Logistics,Salaries,111768.76,164856.09,5113.24,120266.29,254710.08,14874.88,-8262.8,2.81,0.95,0.222,8042.48,140726.63,5.83,126.74,70.68,Efficient
2808,Q3,HR,Training,113056.1,179486.47,18866.12,220628.47,249788.09,-11098.92,8149.56,0.49,1.16,0.266,12364.42,180093.75,5.16,104.96,83.41,Inefficient
2809,Q1,Finance,Salaries,62110.45,185346.54,13848.37,79693.32,253155.54,9187.06,4626.91,-4.05,1.29,0.37,12328.83,110922.88,4.63,106.3,77.37,Efficient
2810,Q4,Sales,Infrastructure,187364.24,153831.15,3458.57,139849.07,215222.02,-4660.33,-20890.57,6.5,1.26,0.379,6677.21,153694.98,6.82,106.85,93.43,Inefficient
2811,Q1,Sales,Training,163565.22,88555.26,14260.24,225013.52,155861.99,17247.32,13288.25,3.56,1.21,0.441,9954.49,91502.29,4.99,97.45,78.46,Inefficient
2812,Q1,Logistics,Training,119885.02,228729.13,10601.61,104350.29,215139.54,-11418.57,5861.12,8.96,1.17,0.273,9755.74,140913.63,6.34,122.25,77.84,Moderate
2813,Q1,Finance,Maintenance,191037.8,180849.96,19533.49,121105.78,253265.23,-14349.68,17766.59,1.48,1.27,0.189,12307.15,193344.62,5.76,101.39,88.93,Inefficient
2814,Q4,Logistics,Infrastructure,157471.55,91183.81,16924.17,272191.46,143894.55,13695.41,1774.85,1.02,1.18,0.173,14741.31,180209.78,2.23,102.28,77.94,Inefficient
2815,Q4,Sales,Infrastructure,143848.99,107852.76,5912.37,225093.85,131714.3,8676.3,-4283.76,9.62,1.04,0.186,5237.03,133811.07,3.33,121.9,81.28,Inefficient
2816,Q4,R&D,Operations,152264.91,224775.9,15241.89,184751.3,142334.12,12856.87,-6432.98,-2.88,1.1,0.18,6723.3,123724.69,5.05,97.11,70.92,Inefficient
2817,Q4,Sales,Technology,177269.63,218059.61,11254.62,118505.48,189038.76,-13682.26,-24779.05,-1.21,0.95,0.207,8925.93,135606.41,4.19,106.76,79.98,Moderate
2818,Q3,Marketing,Training,182000.52,124003.56,6179.77,148524.22,76799.87,15391.71,-23010.79,2.32,0.8,0.08,15535.37,91823.08,6.78,114.64,89.69,Inefficient
2819,Q3,R&D,Training,107791.56,52469.91,14878.58,202096.01,240268.43,7104.81,-18439.43,2.85,0.98,0.303,11246.73,123788.17,4.92,99.05,85.47,Inefficient
2820,Q2,Logistics,Infrastructure,78148.67,54456.99,12305.59,105721.9,96241.69,6062.43,21476.87,3.23,1.0,0.277,11641.53,200368.67,6.65,109.89,73.98,Efficient
2821,Q4,Marketing,Infrastructure,81326.84,100364.07,3516.36,180801.14,94888.7,3303.35,19032.53,-1.82,1.17,0.235,10319.71,110387.28,3.03,107.38,92.97,Moderate
2822,Q3,Finance,Technology,177878.18,167678.83,13992.0,164064.11,109473.31,10595.06,-140.18,8.9,1.23,0.082,10396.88,103499.19,6.49,106.26,79.38,Inefficient
2823,Q1,Operations,Infrastructure,224574.66,158917.95,13794.78,179638.09,194808.67,-3375.67,-15990.18,5.55,1.28,0.087,17708.24,223829.72,4.69,104.47,94.58,Efficient
2824,Q4,HR,Salaries,131899.26,168596.42,5449.45,94278.99,129252.88,-14687.15,-17694.43,-1.12,0.98,0.268,16682.33,120213.92,3.07,106.87,93.58,Moderate
2825,Q2,Marketing,Salaries,83904.03,184870.18,8932.79,94494.33,147820.32,1570.59,-12193.47,-0.59,1.28,0.065,14436.28,122687.71,3.95,108.72,74.09,Efficient
2826,Q2,HR,Maintenance,201320.5,48711.29,12960.28,291745.52,274621.05,9924.08,20436.14,8.21,1.2,0.34,9213.08,158716.58,6.84,99.49,95.47,Inefficient
2827,Q2,IT,Salaries,216497.89,65491.69,5359.31,295254.58,255620.49,-13854.1,1073.4,0.71,0.82,0.448,11677.93,160225.04,6.8,102.27,72.14,Efficient
2828,Q1,Finance,Salaries,226116.49,115099.27,17496.3,168017.87,256742.87,-11039.17,15202.09,3.35,1.1,0.289,13962.37,111654.4,2.11,126.87,81.6,Moderate
2829,Q3,Operations,Technology,171366.29,75197.7,3467.26,251468.95,194969.41,7861.82,337.72,-3.19,0.98,0.339,10129.48,174543.73,3.54,128.06,74.72,Inefficient
2830,Q1,IT,Training,222145.71,59687.41,4748.24,220832.03,259954.88,-9213.96,5472.37,-1.22,0.82,0.226,11818.15,198276.02,6.5,129.74,73.31,Moderate
2831,Q4,IT,Salaries,53082.99,169988.06,4973.82,96890.88,240177.31,-13202.37,5505.13,1.25,1.07,0.317,6894.24,162363.74,2.16,111.75,73.18,Inefficient
2832,Q2,Sales,Maintenance,71447.16,203990.61,11977.82,138236.09,279478.28,15575.68,-23433.11,4.84,1.09,0.311,6216.5,232223.92,6.78,99.74,70.01,Inefficient
2833,Q1,IT,Infrastructure,68515.21,191762.2,13541.94,142139.82,79482.89,-13564.19,-2736.57,-0.8,0.93,0.38,7175.03,248570.68,3.94,118.93,92.17,Inefficient
2834,Q1,Finance,Salaries,192520.94,204322.76,9863.59,207028.12,71463.61,-6234.06,18202.45,9.26,1.27,0.335,14823.54,169863.79,2.57,127.79,77.33,Moderate
2835,Q3,Marketing,Maintenance,63916.36,174842.03,7907.34,203394.64,104381.74,-2862.79,-545.07,-1.7,1.11,0.35,7469.51,245358.24,3.51,96.09,70.26,Efficient
2836,Q3,Finance,Technology,149272.87,188392.34,16758.4,282407.0,274044.08,-954.4,-3233.23,6.68,0.89,0.273,17021.38,189903.08,6.04,95.77,76.22,Moderate
2837,Q2,Marketing,Infrastructure,144541.38,97996.86,4160.86,251708.35,201252.15,-5547.6,1327.28,0.47,1.16,0.244,9791.14,169897.0,6.99,116.44,71.58,Efficient
2838,Q1,IT,Maintenance,112140.7,238636.57,7764.96,267074.96,160875.32,16501.54,-5961.65,7.5,1.05,0.233,7197.43,227904.15,2.67,96.38,71.27,Inefficient
2839,Q1,IT,Salaries,224081.03,80717.3,3664.96,274982.58,180359.99,6345.01,770.0,8.85,1.04,0.207,15728.17,244304.16,5.19,108.71,92.24,Inefficient
2840,Q3,R&D,Training,84086.64,86826.31,3236.13,254293.63,251661.03,-5620.21,-18232.76,-2.19,1.22,0.156,10936.41,249831.62,6.63,108.21,70.36,Inefficient
2841,Q1,Operations,Infrastructure,120492.56,101339.76,9007.46,146562.69,274049.75,-5691.21,23397.34,2.37,0.87,0.063,10049.98,209059.97,6.5,98.46,94.21,Efficient
2842,Q1,Marketing,Infrastructure,204834.3,235189.82,6312.0,119452.98,229182.24,118.1,-23293.5,-2.68,1.05,0.318,9282.89,162501.06,3.92,121.11,75.66,Efficient
2843,Q1,IT,Training,56084.46,237716.27,7562.22,201506.49,235965.76,-18653.47,-839.63,5.59,1.19,0.41,9296.66,130326.2,6.33,98.81,96.67,Moderate
2844,Q3,Sales,Infrastructure,184590.08,200004.28,16956.1,228600.71,137085.06,17065.71,-14500.37,7.48,1.13,0.422,13624.73,174856.72,2.96,104.59,91.21,Moderate
2845,Q2,R&D,Salaries,213279.55,167666.23,5770.66,158910.63,170082.92,-11067.62,-22082.21,0.84,0.8,0.282,12028.43,212180.01,5.16,120.45,76.87,Inefficient
2846,Q4,HR,Infrastructure,236453.57,146412.2,16263.97,265117.89,264172.29,7903.7,7585.27,0.95,1.19,0.088,11079.34,84560.18,4.99,116.64,78.19,Efficient
2847,Q2,R&D,Salaries,225259.33,234271.06,14475.86,290930.32,241835.17,11108.91,24259.06,-1.94,1.27,0.401,10811.54,125500.63,5.91,111.54,77.64,Efficient
2848,Q4,Operations,Training,113876.82,180646.45,8549.57,200961.02,218960.96,13095.32,12480.25,-0.4,1.15,0.349,6846.01,140282.59,3.14,96.71,76.16,Moderate
2849,Q1,Finance,Operations,167272.83,229222.38,12291.45,175016.17,79680.54,-13374.31,-12298.97,-0.14,1.24,0.151,15762.4,212591.12,5.14,121.71,76.89,Efficient
2850,Q2,Operations,Training,65458.7,106727.41,10555.41,263864.04,73889.12,1467.72,-330.55,-2.67,0.98,0.371,17049.02,184303.85,5.05,123.89,86.82,Efficient
2851,Q4,HR,Salaries,101574.0,110086.08,5182.72,75582.0,94342.46,-16653.03,-22510.92,-0.35,0.98,0.239,15428.68,152370.11,2.42,98.58,88.35,Inefficient
2852,Q3,R&D,Technology,68844.48,211671.3,18422.15,99672.9,195813.0,12191.69,1583.51,8.61,0.96,0.405,10866.47,236275.35,3.65,129.52,75.92,Moderate
2853,Q3,Marketing,Training,113037.46,74221.71,12683.51,264501.26,185687.04,-541.94,-20026.84,-0.12,1.17,0.149,17638.52,171484.86,3.04,107.16,93.74,Moderate
2854,Q2,Finance,Technology,225037.44,229455.93,17964.08,238366.57,277105.44,-13660.44,14730.38,-0.88,1.27,0.37,13042.38,203065.06,7.0,109.85,91.49,Inefficient
2855,Q2,Finance,Technology,119433.37,143957.5,17005.05,165711.44,221320.92,8747.16,-22164.68,0.77,1.24,0.335,15063.08,191430.29,6.95,109.51,83.7,Moderate
2856,Q1,Marketing,Salaries,162379.62,225650.71,4356.19,274435.93,131143.84,-6753.21,-24531.95,9.4,0.88,0.056,14635.9,225946.4,3.26,117.15,74.16,Inefficient
2857,Q2,Logistics,Salaries,136676.17,110674.59,6523.6,150835.41,101336.67,-15419.74,18077.85,6.47,1.11,0.275,14201.57,218104.37,6.04,115.06,81.16,Inefficient
2858,Q1,Logistics,Operations,141783.3,184611.99,5469.44,215784.43,256144.98,-1557.05,22127.11,-1.97,1.3,0.336,13345.82,248135.33,6.08,114.63,80.76,Moderate
2859,Q1,Operations,Maintenance,243914.41,139160.65,17123.25,215896.93,168415.42,-10590.14,-20672.3,6.29,0.95,0.113,7750.96,144462.5,6.68,122.35,95.23,Moderate
2860,Q3,IT,Infrastructure,109230.89,167226.71,17661.59,112396.34,212030.64,18008.87,-11054.17,6.49,1.12,0.263,8827.9,108028.26,2.65,127.48,94.17,Inefficient
2861,Q3,Logistics,Training,175464.89,143352.64,11975.52,135515.9,192157.31,-5545.53,12084.86,9.25,1.25,0.172,16527.33,209168.99,5.34,123.76,71.01,Moderate
2862,Q4,Operations,Salaries,134012.53,233587.55,4771.03,280681.59,89177.68,2898.12,1982.67,8.37,1.25,0.329,7339.48,228701.39,3.03,120.23,70.15,Inefficient
2863,Q3,Logistics,Training,62229.24,179960.55,5305.48,112185.42,77838.14,17934.44,22461.84,-3.57,0.96,0.266,6975.5,89243.24,5.29,96.77,91.64,Efficient
2864,Q3,HR,Maintenance,147866.17,94007.2,16830.33,109922.16,149829.09,-4251.15,-5541.0,1.82,0.85,0.299,8694.09,136589.03,6.36,103.7,73.14,Moderate
2865,Q2,Sales,Maintenance,212668.67,222387.0,18796.23,180311.56,146348.82,-5674.93,-24833.86,5.54,1.12,0.079,9712.41,217222.99,2.41,98.67,75.62,Inefficient
2866,Q3,IT,Technology,69750.59,102335.8,6391.09,91205.39,216604.58,-13503.77,-24012.72,9.6,1.27,0.105,12190.68,196184.19,5.18,124.92,96.49,Inefficient
2867,Q4,Operations,Infrastructure,63918.37,117462.99,3189.34,275764.02,207245.09,17532.14,3242.72,-3.72,1.05,0.271,12871.99,208401.24,4.69,117.82,80.11,Efficient
2868,Q2,Sales,Operations,80726.3,64914.12,8626.2,93034.3,283011.71,12029.79,12605.27,0.52,1.03,0.122,15278.74,172343.94,2.88,96.18,93.5,Inefficient
2869,Q4,Sales,Training,202880.02,220493.47,3518.49,211808.22,258072.39,-11159.56,14530.85,2.38,1.23,0.249,5954.29,144912.65,3.19,120.31,74.61,Inefficient
2870,Q3,R&D,Infrastructure,194799.08,100791.84,17075.57,148149.83,176731.07,-6693.02,20575.85,1.2,1.01,0.326,7707.04,217936.5,4.6,106.8,89.04,Moderate
2871,Q4,Logistics,Operations,163003.55,95488.94,11355.71,254982.76,177505.7,16596.47,-13546.27,1.84,1.14,0.374,11567.1,174271.81,6.3,114.02,87.56,Efficient
2872,Q2,R&D,Training,143645.28,224451.21,13911.63,205656.47,216679.08,1491.18,11920.3,0.54,0.99,0.107,8260.56,167552.76,5.38,115.29,90.59,Inefficient
2873,Q1,Marketing,Infrastructure,227665.16,202077.74,9995.24,159310.41,90670.38,2253.37,16354.9,9.56,0.99,0.347,16355.31,204923.52,2.14,100.68,78.17,Efficient
2874,Q4,HR,Salaries,203339.56,72510.39,8873.63,296290.79,289975.38,5925.78,16813.77,7.05,0.89,0.195,13322.18,112447.4,2.63,108.96,73.84,Moderate
2875,Q4,HR,Training,212388.45,195018.28,6777.41,85233.13,181731.82,10486.55,-4422.82,6.05,0.84,0.322,11373.04,179620.73,6.41,109.93,72.14,Efficient
2876,Q2,HR,Infrastructure,212652.46,223041.45,16099.05,202890.85,269728.6,17571.42,6299.15,1.16,1.24,0.108,5005.77,131750.51,5.26,116.52,89.08,Inefficient
2877,Q2,IT,Maintenance,178543.43,60309.69,14824.31,297600.71,282655.18,12089.0,2578.27,8.22,0.89,0.256,16162.43,83646.4,2.09,126.14,88.56,Inefficient
2878,Q4,Finance,Operations,141602.92,205916.92,9132.39,228919.11,195869.62,17381.97,4874.3,-3.6,0.83,0.385,10991.18,207307.54,4.98,116.53,70.49,Efficient
2879,Q3,IT,Infrastructure,222935.55,151746.91,8458.97,240147.02,88253.45,12824.39,-10898.44,-2.85,1.09,0.093,11908.32,160696.54,2.84,118.93,86.78,Inefficient
2880,Q4,Operations,Salaries,235201.48,175493.5,3021.13,77380.96,194002.81,-18142.64,9161.72,9.31,1.07,0.381,14077.53,233552.06,6.6,118.26,74.06,Efficient
2881,Q2,Sales,Training,54761.21,141106.6,4080.39,74913.53,199469.55,-15298.62,10500.87,3.5,1.08,0.231,17186.92,165028.26,2.61,97.96,71.11,Moderate
2882,Q1,Sales,Training,60310.97,181071.6,13595.34,78305.33,242568.46,15395.72,-15202.58,-2.61,1.03,0.379,7056.73,81732.17,2.38,105.49,84.49,Moderate
2883,Q1,R&D,Training,241748.66,51649.08,11748.32,298096.5,75851.59,-18892.14,-2818.38,9.24,0.87,0.433,5925.39,149487.04,5.22,109.06,76.33,Efficient
2884,Q3,Finance,Salaries,105432.12,193727.81,10391.65,295289.54,169920.96,11766.99,-3894.72,9.62,0.81,0.114,6584.82,109082.53,5.96,110.55,85.07,Moderate
2885,Q4,Operations,Operations,224673.89,51502.02,17067.54,146937.05,272623.31,13993.75,12447.53,8.22,0.82,0.32,14629.41,236583.4,3.37,124.47,90.08,Inefficient
2886,Q1,Finance,Training,127759.02,133783.47,11566.27,136925.82,288042.29,-3381.42,8325.15,-1.42,1.27,0.144,6680.61,155785.83,3.51,113.39,95.92,Inefficient
2887,Q4,Sales,Operations,73820.01,74438.17,9536.39,103570.51,108061.1,-5805.81,-1190.21,-0.82,1.07,0.104,11512.75,166817.97,3.78,123.54,79.57,Moderate
2888,Q2,Logistics,Infrastructure,66088.64,205596.98,5741.36,145702.27,260884.77,-12223.83,7626.57,1.1,1.0,0.301,14184.43,142134.41,5.83,126.73,81.83,Efficient
2889,Q1,IT,Maintenance,81301.58,106163.88,16951.7,155134.48,97906.38,-18043.25,-11856.92,3.69,1.01,0.093,14265.9,168778.12,3.31,119.36,74.58,Moderate
2890,Q3,HR,Maintenance,99978.64,133548.24,12796.22,242105.05,254264.25,9815.32,-13382.61,9.88,1.13,0.236,10282.58,94074.67,2.44,98.97,90.2,Efficient
2891,Q2,Sales,Operations,147703.67,128606.39,4571.82,269247.52,127387.49,-17050.92,-13004.02,9.34,0.99,0.304,14081.99,157984.63,3.55,102.03,93.04,Moderate
2892,Q3,Marketing,Operations,190299.58,195637.88,14031.27,241749.08,280915.68,17786.79,-23525.12,8.82,1.2,0.25,17350.14,192785.36,6.83,123.98,89.72,Moderate
2893,Q2,HR,Maintenance,247279.72,138823.15,10226.2,218689.27,221486.77,-8130.26,9553.81,-3.66,0.93,0.329,5363.72,143283.25,4.17,114.73,82.4,Efficient
2894,Q1,Sales,Training,138301.35,198846.88,16793.57,246157.02,154799.89,11769.77,24292.4,6.36,0.98,0.371,13727.94,146753.46,4.8,113.06,85.68,Moderate
2895,Q3,IT,Technology,153636.99,59334.11,18621.55,239854.42,128219.0,-17612.69,-9548.39,8.15,1.27,0.399,11794.04,222361.33,5.81,128.91,76.16,Inefficient
2896,Q3,Finance,Technology,154363.14,82360.82,13207.92,179422.43,117928.44,1451.15,21491.67,-0.0,0.93,0.274,7763.65,171226.46,4.79,107.88,90.59,Inefficient
2897,Q2,Logistics,Salaries,157886.87,152549.18,15437.42,147245.82,218178.27,-6036.02,5327.13,-1.71,1.13,0.161,9000.26,179900.21,5.28,96.43,88.52,Inefficient
2898,Q3,Logistics,Maintenance,153548.13,229682.22,3962.04,135039.56,266552.98,-18799.96,-13753.29,6.23,0.98,0.254,15882.96,130458.83,6.4,103.93,95.9,Moderate
2899,Q2,HR,Maintenance,51754.95,59577.78,12524.34,226251.76,234861.94,6231.97,-24406.77,-3.64,1.04,0.205,12629.68,162106.56,3.86,104.97,85.89,Moderate
2900,Q2,IT,Salaries,50344.96,53401.42,15840.78,290639.95,252828.1,17726.51,11186.57,9.11,0.82,0.14,5188.89,89173.31,2.56,112.93,90.98,Moderate
2901,Q2,Logistics,Technology,69533.26,75527.38,11444.96,203642.59,240811.35,-19569.89,9828.71,-2.66,0.88,0.262,17549.7,153150.48,2.47,95.25,84.02,Moderate
2902,Q2,Logistics,Infrastructure,70311.32,170024.86,13090.35,279881.1,285308.22,-9182.52,-13537.33,1.86,0.85,0.059,13660.4,216458.26,5.91,129.59,93.39,Moderate
2903,Q1,Operations,Training,190979.38,122803.62,18282.12,73272.76,235506.11,8144.23,-8364.75,9.74,1.22,0.292,10754.36,107447.76,5.27,97.17,86.61,Efficient
2904,Q2,Marketing,Training,90983.21,205982.71,6367.69,252728.25,112301.42,14850.15,19902.34,9.82,1.28,0.379,14260.33,209961.21,4.83,103.13,83.02,Inefficient
2905,Q4,HR,Infrastructure,228942.82,59026.96,4670.19,266328.61,243109.65,-12368.83,-17138.33,6.64,0.83,0.45,7659.4,143616.66,6.65,118.54,74.05,Efficient
2906,Q3,Finance,Infrastructure,235721.27,83300.75,14740.94,215128.58,137465.61,-17171.33,16772.19,7.59,0.84,0.419,8386.08,84600.49,5.13,129.21,92.51,Inefficient
2907,Q4,Logistics,Technology,245178.67,103505.15,16988.43,284834.03,289054.97,-19654.34,-16538.83,9.51,1.08,0.086,6977.64,242045.33,2.24,112.91,92.65,Efficient
2908,Q1,Operations,Salaries,237816.26,167212.37,17458.33,205679.99,149751.34,-11391.74,-913.64,8.91,1.05,0.115,10161.95,110830.81,4.34,106.96,78.8,Efficient
2909,Q4,IT,Infrastructure,104377.66,178608.67,13907.96,125323.49,130878.6,-17147.31,-51.74,4.33,1.13,0.105,16761.1,136910.63,3.07,100.69,82.41,Inefficient
2910,Q3,Logistics,Salaries,151955.37,69219.64,17164.63,119614.96,118823.6,-5624.72,-1395.52,6.02,1.17,0.273,10051.68,161723.73,5.11,126.62,81.56,Moderate
2911,Q4,R&D,Operations,85090.99,229041.92,14911.29,197842.34,213165.8,-2394.97,-10603.52,3.91,1.2,0.068,8745.11,241405.35,2.94,96.75,79.46,Inefficient
2912,Q1,Marketing,Training,211241.93,111503.61,4485.41,278491.3,89574.74,-803.05,-12331.76,2.6,0.87,0.425,14146.33,178798.5,5.22,97.45,83.85,Inefficient
2913,Q2,Finance,Technology,227686.34,184067.91,15954.74,86644.63,279550.97,-14306.83,11657.74,8.21,0.82,0.075,16304.87,233907.96,6.42,97.23,84.14,Moderate
2914,Q4,IT,Training,220257.77,147220.51,6049.11,209009.82,131220.35,-1440.48,-11216.15,6.07,1.24,0.207,8175.02,175959.08,2.39,111.33,72.18,Efficient
2915,Q1,IT,Technology,136673.39,88437.83,7022.36,247054.8,131465.14,-19637.93,5495.77,7.9,1.03,0.408,15502.98,114917.29,3.29,127.59,77.26,Moderate
2916,Q1,HR,Operations,201734.78,210014.52,9709.06,96542.48,75364.87,-10423.16,17331.98,-3.56,1.29,0.429,8962.46,175943.19,5.37,114.45,71.56,Inefficient
2917,Q3,Logistics,Training,69515.83,204556.42,8347.64,96857.03,120353.94,-5236.56,16851.72,3.65,1.07,0.236,8215.11,97075.55,5.56,107.41,90.36,Efficient
2918,Q3,HR,Operations,58048.95,122234.01,8468.08,154209.44,159270.36,-15265.94,-16642.43,-0.06,1.06,0.245,11148.44,99900.01,4.93,103.35,90.12,Moderate
2919,Q4,Finance,Technology,200647.28,159778.48,5877.41,132992.67,148161.44,12560.18,7736.88,2.7,1.11,0.304,5867.5,99663.08,2.7,113.01,78.11,Moderate
2920,Q2,R&D,Infrastructure,135071.05,95276.01,7995.81,115612.26,126429.48,-11951.5,5113.96,4.19,0.89,0.213,16209.07,82082.97,3.21,110.45,86.26,Efficient
2921,Q1,Logistics,Training,249109.85,179521.07,3334.26,115699.66,74167.36,10195.59,-10900.77,7.69,0.93,0.18,16366.43,105718.74,6.54,98.27,82.03,Inefficient
2922,Q4,Sales,Operations,69450.84,105260.23,11039.49,100053.88,132630.81,-1044.28,-5427.3,-4.52,1.25,0.346,13805.9,140006.41,6.1,95.22,74.32,Inefficient
2923,Q1,Logistics,Maintenance,221125.54,209595.35,16066.05,210496.42,240124.46,-810.28,-10744.35,-2.54,0.91,0.288,8937.51,92259.77,6.75,115.83,88.8,Efficient
